text,leaf_labels
【愛之味】妞妞甜八寶,點心類
【愛之味】杏仁派,杏仁
【愛之味】咖哩豆腐,豆腐;咖哩
【愛之味】油切分解茶四季春風味,烏龍青茶
【愛之味】青脆菜心,蔬菜
【愛之味】珍保玉筍,筍子
【愛之味】珍珠圓,珍珠
【愛之味】珍寶三明治鮪魚,鮪魚;三明治
【愛之味】純濃燕麥,燕麥
【愛之味】純濃燕麥青春三效,燕麥
【愛之味】純濃燕麥活力雙效,燕麥
【愛之味】純濃燕麥舒眠三效,燕麥
【愛之味】純濃燕麥葉黃素配方,燕麥
【愛之味】純濃燕麥-葡萄糖胺活力雙效,燕麥
【愛之味】純濃燕麥-瑪卡鋅能量,燕麥
【愛之味】純濃燕麥-膠原蛋白青春三效 ,燕麥
【愛之味】甜八寶,點心類
【愛之味】莎莎亞椰奶,椰子
【愛之味】麻油炊飯,飯類;芝麻;油類
【愛之味】麻婆豆腐,豆腐
【愛之味】壺底蔭瓜,蔬菜
【愛之味】寒天嫩仙草,仙草
【愛之味】寒天檸檬愛玉冰,冰品;檸檬;點心類
【愛之味】植萃調合油,調合油
【愛之味】筒仔米糕,米糕
【愛之味】黃金比例純芥花油,油類
【愛之味】黑巧燕麥,燕麥;可可
【愛之味】愛之味分解茶,茶類
【愛之味】愛之味沖繩黑八寶,點心類
【愛之味】愛之味花生豆花,豆類;花生
【愛之味】愛之味純濃燕麥舒眠三效,燕麥
【愛之味】愛之味黑巧燕麥,燕麥;可可
【愛之味】愛健御白玉薏仁水,飲品類;全穀類
【愛之味】愛健黑豆水,飲品類;豆類
【愛之味】愛健萬丹紅紅豆水,飲品類;紅豆
【愛之味】愛健雙健茶王蜜香烏龍,烏龍青茶
【愛之味】蜂蜜燕麥,燕麥;蜂蜜
【愛之味】綠豆意人爽,綠豆
【愛之味】綠美人剝皮辣椒,辣椒
【愛之味】燕麥奶花生,燕麥;花生
【愛之味】薏仁寶,全穀類
【愛之味】韓式泡菜,泡菜
【愛之味】韓泡豆腐煲,豆腐
【愛之味】鮪魚片,鮪魚
【愛之味】鮮味脆瓜,蔬菜
【愛之味】鮮脆條瓜,蔬菜
【愛之味】鮮採蕃茄汁OLIGO,蔬果汁;番茄
【愛之味】鮮採蕃茄綜合蔬菜汁,蔬果汁;番茄
【愛之味】鮮採蕃茄蔬菜汁,蔬果汁;番茄
【愛鄉】辣油香筍,筍子;辣椒;油類
【新光】人蔘雞調味包,雞;人蔘
【新光】四神湯調味包,湯品
【新光】羊肉爐調味包,火鍋;羊
【新光】肉骨茶調味包,湯品
【新光】薑母鴨調味包,鴨;薑
【新光】藥膳排骨調味包,中藥材;排骨
【新吉發】蓬萊炊粉,米粉炊粉
【新百果山蜜餞】蜜汁芭樂乾,芭樂;蜂蜜
【新竹福源】花生醬菠蘿泡芙,花生;泡芙
【新竹福源】爆米花系列,玉米;點心類
【新東陽】水煮鮪魚片,鮪魚
【新東陽】古早味炭烤豬肉乾,豬;肉乾
【新東陽】芒果果凍,果凍;芒果
【新東陽】豆鼓香酥鰻,魚類;豆類
【新東陽】味噌鯖魚,魚類;豆類
【新東陽】炙燒小香腸-原味,香腸
【新東陽】炙燒小香腸-麻辣龍蝦風味,香腸;麻辣;蝦
【新東陽】厚切豬肉乾隨手包,豬;肉乾
【新東陽】活力生雙潔淨純豬肉鬆,肉鬆;豬
【新東陽】活力生雙潔淨純豬肉鬆-海苔,肉鬆;豬;海苔
【新東陽】紅燒牛肉,牛
【新東陽】紅燒牛肉鍋,火鍋;牛
【新東陽】紅燒香酥鰻,魚類
【新東陽】香幼筍,筍子
【新東陽】原味牛肉乾,牛;肉乾
【新東陽】荔枝果凍,果凍;荔枝
【新東陽】高粱酒原味牛肉角,牛;酒
【新東陽】高粱酒原味牛肉乾,牛;酒;肉乾
【新東陽】高粱酒辣味牛肉角,辣椒;牛;酒
【新東陽】高粱酒辣味牛肉乾,辣椒;牛;酒;肉乾
【新東陽】雪花金錢豬肉乾隨手包,豬;肉乾
【新東陽】麻婆豆腐,豆腐
【新東陽】麻辣牛肉乾,牛;麻辣;肉乾
【新東陽】滷肉燥,豬
【新東陽】碳烤魷魚片,魷魚
【新東陽】碳烤魷魚條,魷魚
【新東陽】精緻海苔肉鬆,肉鬆;海苔
【新東陽】精緻旗魚鬆,魚類
【新東陽】精緻豬肉鬆,肉鬆;豬
【新東陽】蜜汁豬肉乾,蜂蜜;豬;肉乾
【新東陽】辣味牛肉乾,牛;辣椒;肉乾
【新東陽】辣味豬肉乾,豬;辣椒;肉乾
【新東陽】豬肉鬆-履歷,肉鬆;豬
【新東陽】魷魚絲-炭烤,魷魚
【新東陽】魷魚絲原味,魷魚
【新東陽】鮭魚鬆,鮭魚
【新東陽】藥膳羊肉鍋,火鍋;羊;中藥材
【新東陽】寶兒細肉鬆-1~3歲兒童專用,肉鬆
【椰活】純椰子水,蔬果汁;椰子
【極上】麻辣鴨血粉絲,冬粉絲;麻辣;內臟及血製品;鴨
【極餐野海苔】日式五切海苔-味付全素,海苔
【極餐野海苔】日式五切海苔-鰹魚口味,海苔;魚類
【極餐野海苔】梅子口味,海苔;梅子
【源天然】黑纖米,米
【源順】100%玉米胚芽油,油類;玉米
【源順】100%香油,油類
【源順】低溫鮮榨100%花生油,油類;花生
【源順】冷萃花生風味調合油,調合油;花生
【源順】初榨花生風味調合油,調合油;花生
【源順】特優初榨苦茶油,油類
【源順】極品苦茶調合油,調合油
【源順】嚴選調合香油,油類;調合油
【溢旺】溢旺藍莓乾,藍莓
【義大利 ORO】義大利ORO去皮切丁蕃茄,番茄
【義大利 ORO】義大利ORO去皮整顆蕃茄,番茄
【義昌】十全大補燉料,中藥材
【義昌】仙草茶隨身包,茶類;仙草
【義昌】台灣鈕釦菇,菌菇
【義昌】台灣龍眼肉,龍眼
【義昌】羊肉爐燉料,火鍋;羊
【義昌】油蔥酥,蔥;油類
【義昌】青草茶隨身包,茶類
【義昌】薑母鴨燉料,鴨;薑
【義昌】嚴選萬丹紅豆,紅豆
【義皇寶】OceanBomb荔枝風味氣泡水,汽水;荔枝
【義皇寶】OceanBomb黃金柚風味氣泡水,汽水;柚子
【義美】100%芥花油,油類
【義美】100%純葵花油,油類
【義美】三葉超大葡萄乾,葡萄
【義美】小魚干脆花生,花生;魚類
【義美】牛乳-保久乳,保久乳
【義美】巧克力牛乳,牛奶;可可
【義美】白米-花東種穀_芋香晶米,米
【義美】白米-花東種穀_珍珠Q米,米
【義美】好食堅果小魚杏仁,杏仁;魚類
【義美】好食堅果夏威夷綜合果,堅果種子類
【義美】好食堅果烘焙綜合果,堅果種子類
【義美】好食堅果薄鹽夏威夷果,堅果種子類;鹽
【義美】好食瓶9號香脆花生,花生
【義美】好食瓶9號蔥蒜脆花生,花生;蔥;蒜
【義美】好食瓶9號鹽酥脆花生,花生;鹽
【義美】好食瓶油爆花生,花生
【義美】好食瓶香脆花生,花生
【義美】好食瓶椒麻辣脆花生,花生;麻辣;辣椒
【義美】好食瓶蔥蒜脆花生,花生;蔥;蒜
【義美】百香蘋果,百香果;蘋果
【義美】低糖豆奶,豆漿豆奶
【義美】豆奶,豆漿豆奶
【義美】花東種穀_胚芽米,米
【義美】美味糙米,糙米玄米
【義美】原味堅果-綜合六果,堅果種子類
【義美】純肉鬆歡聚飄香禮盒,肉鬆
【義美】純豬肉鬆,肉鬆;豬
【義美】純豬肉鬆-海苔芝麻,肉鬆;豬;海苔;芝麻
【義美】高鈣營養牛乳-保久乳,保久乳
【義美】甜心草莓 ,草莓
【義美】麥芽牛乳-保久乳,保久乳;麥
【義美】無加糖元氣豆奶,豆漿豆奶
【義美】無加糖元氣黑豆奶,豆漿豆奶
【義美】黑豆奶,豆漿豆奶
【義美】義美100%純芝麻香油,油類;芝麻
【義美】酸梅湯,湯品;梅子
【義美】噗啾益生菌果凍-白葡萄,果凍;葡萄
【義美】噗啾益生菌果凍-原味,果凍
【義美】噗啾益生菌果凍-草莓乳酸,果凍;草莓
【義美】噗啾益生菌果凍-葡萄,果凍;葡萄
【義美】噗啾益生菌果凍-蘋果,果凍;蘋果
【義美】糙米奶,糙米玄米
【義美】寶吉純果汁-柳橙綜合,蔬果汁;柳橙
【義美】寶吉純果汁-葡萄綜合,蔬果汁;葡萄
【義美】寶吉純果汁-蘋果,蔬果汁;蘋果
【義美】寶吉蔬果汁-葡萄莓果,蔬果汁;葡萄;莓果
【義美】寶吉蔬果汁-蘋果柳橙,蔬果汁;蘋果;柳橙
【聖沛黎洛】聖沛黎洛天然氣泡礦泉水,汽水;飲用水
【聖保羅】鳳凰酥禮盒,鳳梨;點心類
【聖保羅】鳳梨酥禮盒,鳳梨;點心類
【聖保羅】蔓越莓酥禮盒,蔓越莓;點心類
【聖美多】葡萄乾,葡萄
【萬丹】保久乳,保久乳
【萬歲牌】大宴六喜堅果禮盒,堅果種子類
【萬歲牌】大宴六喜綜合堅果禮盒,堅果種子類
【萬歲牌】什錦堅果仁,堅果種子類
【萬歲牌】吉祥迎春堅果禮盒,堅果種子類
【萬歲牌】伯爵奶茶風味腰果,堅果種子類;奶茶
【萬歲牌】杏仁小魚,杏仁;魚類
【萬歲牌】杏仁果,杏仁
【萬歲牌】每日堅果,堅果種子類
【萬歲牌】柿米果海苔杏仁小魚,點心類;海苔;杏仁;魚類;米
【萬歲牌】珍味雙果,堅果種子類
【萬歲牌】珍珠開心果,堅果種子類
【萬歲牌】珍脆堅果仁,堅果種子類
【萬歲牌】珍饌綜合禮盒,堅果種子類
【萬歲牌】盈春綜合堅果禮盒,堅果種子類
【萬歲牌】香酥腰果,堅果種子類
【萬歲牌】原味珍珠開心果,堅果種子類
【萬歲牌】原味開心果,堅果種子類
【萬歲牌】海苔杏仁小魚,海苔;杏仁;魚類
【萬歲牌】特選甘栗,堅果種子類
【萬歲牌】特選甘栗禮盒,堅果種子類
【萬歲牌】起司乾酪堅果松露風味,起司;堅果種子類;松露
【萬歲牌】起司乾酪堅果美式燒烤風味,起司;堅果種子類
【萬歲牌】起司乾酪堅果椒鹽風味,起司;堅果種子類;胡椒;鹽
【萬歲牌】堅果食感禮盒 ,堅果種子類
【萬歲牌】堅果時刻綜合堅果禮盒,堅果種子類
【萬歲牌】堅果禮盒,堅果種子類
【萬歲牌】莓果綜合堅果禮盒,堅果種子類;莓果
【萬歲牌】富貴有餘堅果禮盒,堅果種子類
【萬歲牌】椒鹽風味綜合堅果,堅果種子類;胡椒;鹽
【萬歲牌】無調味杏仁果罐,杏仁
【萬歲牌】無調味珍珠開心果,堅果種子類
【萬歲牌】無調味夏威夷果,堅果種子類
【萬歲牌】無調味核桃,堅果種子類
【萬歲牌】無調味烘焙杏仁果,杏仁
【萬歲牌】無調味烘焙綜合果,堅果種子類
【萬歲牌】無調味堅果,堅果種子類
【萬歲牌】無調味堅果禮盒,堅果種子類
【萬歲牌】無調味開心果,堅果種子類
【萬歲牌】無調味腰果,堅果種子類
【萬歲牌】無調味腰果夏威夷豆,堅果種子類
【萬歲牌】無調味綜合果,堅果種子類
【萬歲牌】無調味養生綜合堅果,堅果種子類
【萬歲牌】楓糖腰果,堅果種子類;糖
【萬歲牌】極饌六喜全素堅果禮盒,堅果種子類
【萬歲牌】綜合米果禮盒-蒜香黑胡椒風味,點心類;蒜;胡椒;米
【萬歲牌】綜合堅果乾優格風味,堅果種子類;優酪優格
【萬歲牌】蒜味珍珠開心果,蒜;堅果種子類
【萬歲牌】蒜味開心果,蒜;堅果種子類
【萬歲牌】蒜味魷魚風味花生豆堅果綜合果,蒜;魷魚;花生;堅果種子類
【萬歲牌】蜜汁腰果,蜂蜜;堅果種子類
【萬歲牌】蔓越莓核桃,蔓越莓;堅果種子類
【萬歲牌】蔥燒辣小魚花生,蔥;辣椒;魚類;花生
【萬歲牌】濃起司堅果,起司;堅果種子類
【萬歲牌】櫛瓜蔬菜堅果,蔬菜;堅果種子類
【萬歲牌】薄脆堅果-起司風味&椒鹽風味,堅果種子類;起司;鹽;胡椒
【萬歲牌】薄鹽杏仁果,杏仁;鹽
【萬歲牌】薄鹽烘焙核桃,堅果種子類;鹽
【萬歲牌】雙芝腰果,芝麻;堅果種子類
【萬歲牌】饗艷綜合堅果禮盒,堅果種子類
【萬歲牌】鹽之花綜合果,堅果種子類;鹽
【萬歲牌】鹽味魷魚風味花生豆堅果綜合果,花生;堅果種子類;魷魚;鹽
【葡國老人牌】沙丁魚罐頭,魚類
【葡萄王】田七瑪卡王精華飲,飲品類
【葡萄王】康普茶雙纖飲-葡柚蜜香風味,茶類;柚子
【葡萄王】靈芝王精華飲,飲品類
【誠泰】蔭豆豉,豆類
【農純鄉】紅棗枸杞滴雞精,雞;飲品類;紅棗;中藥材
【農會牌】100%台灣產_產銷履歷農產品 黑豆奶、黃豆奶 ,豆漿豆奶
【鈴木榮光堂】鈴木榮光堂杏仁小魚乾,杏仁;魚類
【鈴木榮光堂】鈴木榮光堂乳酸菌優格軟糖草莓味,軟糖;草莓;優酪優格
【雷神】迷你黑雷神心動草莓巧克力風味餅乾,餅乾脆片;可可;草莓
【雷神】迷你黑雷神巧克力風味餅乾分享包,餅乾脆片;可可
【雷神】迷你黑雷神榛果杏仁巧克力風味餅乾分享包,餅乾脆片;可可;榛果;杏仁
【寧記】豆豉香魚,魚類;豆類
【寧記】剝皮脆辣椒,辣椒
【寧記】脆蘿蔔辣椒,蘿蔔;辣椒
【寧記】麻辣 酸菜鍋,火鍋;麻辣;酸菜
【寧記】麻辣鍋,火鍋;麻辣
【熊出沒注意】惡魔豆干,豆干
【瑪伊娜】有機100%特級橄欖油,橄欖油
【瑪伊娜】嚴選特級第一道冷壓橄欖油,橄欖油
【甄品油鋪】冷壓鮮榨油-黃金亞麻仁油黑瓶,油類;堅果種子類
【甄拾堂】100%柴燒純黑糖,黑糖
【甄拾堂】純手工麥芽糖,麥;糖果
【甄拾堂】純粹鹽香花生,花生;鹽
【甄拾堂】漢方佛手潤氣柑,柑橘
【甄拾堂】濃厚蒜香花生,花生;蒜
【福伯】香草味咖啡糖,糖果;咖啡;香草
【福伯】特濃咖啡糖,糖果;咖啡
【福伯】黑糖話梅,黑糖;梅子
【福伯】鍋巴脆餅(香辣口味),辣椒;餅乾脆片
【福伯】鍋巴脆餅(燒烤口味),餅乾脆片
【福忠字號】麻辣鴨血獨享鍋,火鍋;內臟及血製品;麻辣;鴨
【福松】幼脆條瓜,蔬菜
【福松】玉露香筍,筍子
【福松】剝皮辣椒,辣椒
【福壽】100% 純芥花油,油類
【福壽】100% 純葵花油,油類
【福壽】100%純芝麻油,芝麻;油類
【福壽】100%純芥花油,油類
【福壽】大豆沙拉油,油類;豆類
【福壽】不飽和大豆沙拉油,油類;豆類
【福壽】玄米油,油類;糙米玄米
【福壽】好味香油 ,油類
【福壽】花生風味精華調合油,調合油;花生
【福壽】青果多酚精華調合油,調合油
【福壽】胡麻油,芝麻;油類
【福壽】香油,油類
【福壽】原始種黑錦土雞滴雞精,雞;飲品類
【福壽】福壽油禮盒,油類
【福壽伯】鯛魚片,魚類
【福樂】100%生乳保久乳-全脂 ,保久乳
【福樂】一番鮮保久乳,保久乳
【福樂】全脂牛乳100%生乳,牛奶
【福樂】好眠高鈣營養牛乳,牛奶
【福樂】明亮寶貝金盞花萃取精華營養牛乳  ,牛奶
【福樂】金盞花保久乳,保久乳
【福樂】保久乳-巧克力牛乳 ,保久乳;可可
【福樂】保久乳-香蕉牛乳  ,保久乳;香蕉
【福樂】保久乳-高鈣低脂牛乳 ,保久乳
【福樂】保久乳-堅果牛乳 ,保久乳;堅果種子類
【福樂】保久乳-雙麥牛乳  ,保久乳;麥
【福樂】保久乳-蘋果牛乳 ,保久乳;蘋果
【福樂】香蕉牛乳,牛奶;香蕉
【福樂】堅果牛乳,牛奶;堅果種子類
【福樂】超能蛋白營養牛乳-奶茶口味,牛奶;奶茶
【福樂】鈣多多高鈣牛乳,牛奶
【福樂】福樂高鈣低脂牛乳,牛奶
【福樂】雙麥牛乳,牛奶;麥
【福穀樂】奶油紅豆包,包子饅頭;紅豆;奶油
【福穀樂】奶酥起士包,包子饅頭;起司;奶油
【福穀樂】巧食．無添加彩虹麵疙瘩,麵
【福穀樂】享嘉．香醇杏仁茶,杏仁;茶類
【福穀樂】高麗菜菇菇包,包子饅頭;高麗菜;菌菇
【福穀樂】高麗菜鮮肉雜糧水餃,餃子;高麗菜;肉類
【福穀樂】黑麥雜糧饅頭,包子饅頭;麥
【福穀樂】蔬香雲絲包,包子饅頭;蔬菜
【福穀樂】爆漿香芋包,包子饅頭;芋頭
【綠巨人】人珍珠玉米醬,玉米
【綠巨人】天然特甜玉米粒,玉米
【綠巨人】天然無鹽玉米粒,玉米
【綠巨人】生機無鹽玉米粒/易開罐,玉米
【綠巨人】金玉雙色玉米粒,玉米
【綠巨人】珍珠玉米粒,玉米
【綠巨人】脆甜玉米粒,玉米
【綠巨人】清盈Light玉米粒,玉米
【維大力】加鹽沙士,汽水;鹽
【維大力】白葡萄風味氣水,汽水;葡萄
【維大力】蘋果風味汽水,汽水;蘋果
【維他露】繽果大蘋果蘇打,汽水;蘋果
【維他露P】大蘋果蘇打,汽水;蘋果
【維他露P】汽水,汽水
【維他露P】海鹽沙士,汽水;鹽
【維義】100%特級初榨橄欖油,橄欖油
【維義】100%頭等橄欖金鑽橄欖油,橄欖油
【維義】Omega3 芥花不飽和調合油,調合油
【維義】不飽和向日葵花調和油,調合油
【維義】不飽和冷壓調和油,調合油
【維義】玄米油,油類;糙米玄米
【維義】伴天下鍋物香油,油類
【維義】伴天下飄香蒜油,油類;蒜
【維義】冷壓雙果調合油,調合油
【維義】油之鑽127鑽石級調合油,調合油
【維義】特級初榨橄欖油,橄欖油
【維義】純芥花油,油類
【維義】堅果精華調合油,調合油
【維義】御膳食堂-剝皮辣椒,辣椒
【維義】頂級玄米油,油類;糙米玄米
【維義】單元多多冷壓香油,油類
【維義】頭等100%純油-低溫適用,油類
【維義】頭等100%純油-高溫適用,油類
【維義】頭等Omega3 芥花不飽和調和油,調合油
【維義】頭等冷壓雙果調合油,調合油
【維義】頭等兩用調合油-高低溫適用,調合油
【維義】頭等活力能量調合油,調合油
【維義】頭等堅果精華調合油,調合油;堅果種子類
【翠果子】天天Bites綜合堅果,堅果種子類
【翠果子】原味豆,豆類
【翠果子】超大葡萄乾,葡萄
【翠果子】醬燒豆,豆類
【聚】北海道昆布熬高湯,湯品;蔬菜
【聚】聚-北海道蒜香豚骨鍋火鍋湯底,火鍋;蒜;豬;湯品
【聚】聚-北海道藥膳滋養鍋火鍋湯底,火鍋;中藥材;湯品
【臺旺】海苔脆片,海苔;餅乾脆片
【臺鹽】海洋生成水,飲用水
【臺鹽】海洋鹼性離子水,飲用水
【臺灣通利】唯寶鳳梨剝皮辣椒-玻璃罐,辣椒;鳳梨
【蒜一下】特製蒜香蠶豆,豆類;蒜
【豪鮮牛肉】手工美國超厚100%純牛漢堡排,加工肉品;牛;堡
【豪鮮牛肉】南美天然草飼嫩肩牛排,牛
【豪鮮牛肉】南美厚切草原之心全天然肋眼牛排,牛
【豪鮮牛肉】南美草原之心天然牛肋條切段,牛
【豪鮮牛肉】南美草原之心全天然肋眼牛排,牛
【豪鮮牛肉】南美草原之心熟成菲力厚切,牛
【豪鮮牛肉】南美草原熟成嫩肩肉片,牛
【豪鮮牛肉】南美草飼之星全天然牛腱切塊,牛
【豪鮮牛肉】美國PRIME安格斯肋眼牛排,牛
【豪鮮牛肉】美國安格斯PRIME頂級霜降沙朗骰子,牛
【豪鮮牛肉】美國安格斯帶骨牛小排,牛
【豪鮮牛肉】美國安格斯雪花無骨牛小排,牛
【豪鮮牛肉】美國安格斯雪花嫩肩牛排厚切,牛
【豪鮮牛肉】美國安格斯雪花嫩肩牛排薄切,牛
【豪鮮牛肉】美國安格斯凝脂牛五花牛排,牛
【豪鮮牛肉】美國安格斯霜降翼板牛排,牛
【豪鮮牛肉】美國特選板腱牛肉片,牛
【豪鮮牛肉】美國穀飼精修上肩牛肋切段,牛
【豪鮮牛肉】美國凝脂厚切雪花牛肉片,牛
【豪鮮牛肉】美國霜降翼板牛肉片,牛
【豪鮮牛肉】紐西蘭老饕牛舌切片,牛
【豪鮮牛肉】頂級霜降沙朗牛排,牛
【赫蒂 HEIDI】85%黑巧克力,可可
【赫蒂 HEIDI】赫蒂75%黑巧克力,可可
【辣椒叔叔】鮮脆剝皮辣椒-玻璃瓶,辣椒
【遠洋牌】三明治鮪魚,鮪魚;三明治
【遠洋牌】水煮鮪魚罐,鮪魚
【遠洋牌】玉米鮪魚三明治,玉米;鮪魚;三明治
【遠洋牌】豆豉燒鰻,魚類;豆類
【遠洋牌】紅燒鰻,魚類
【遠洋牌】香辣燒鰻,魚類;辣椒
【遠洋牌】嘉義雞肉飯料,飯類;雞
【遠洋牌】碳燒鮪魚,鮪魚
【遠洋牌】鮪魚片,鮪魚
【遠洋牌】鮪魚抹醬,鮪魚
【酷椰嶼】椰子俱樂部100%椰子水,蔬果汁;椰子
【墨鮑牌】樂可思秘魯鮑-一般蓋,鮑魚
【廚鮮食代】椰子燉土雞湯,湯品;雞;椰子
【廣川】海苔,海苔
【廣川】韓國廣川海苔酥,海苔
【廣川】韓國廣川無調味海苔,海苔
【廣川】鹽烤海苔,海苔;鹽
【廣吉】高級奶精,油類
【廣達香】海苔魚鬆,海苔;魚類
【廣達香】純肉鬆,肉鬆
【廣達香】素食香鬆-海苔芝麻,海苔;芝麻
【廣達香】魚鬆,魚類
【廣達香】辣紅燒牛肉,牛;辣椒
【廣達香】豬肉酥,豬
【廣濟堂】蜂蜜紅棗,蜂蜜;紅棗
【廣濟堂】漢方蠶豆酥,豆類
【廣濟堂】廣濟堂豆干丁三角包,豆干
【廣濟堂】爆米花,玉米;點心類
【德助】香椒泡筍,筍子;辣椒
【德助】黃金泡菜,泡菜
【德昌】五香小丁豆乾,豆干
【德昌】沙茶豆乾,豆干;沙茶
【德昌】豆乾-沙茶,豆干;沙茶
【德昌】豆乾-素食香菇,豆干;香菇
【德昌】豆乾-黑胡椒,豆干;胡椒
【德昌】豆乾-滷肉,豆干;豬
【德昌】炭燒角豆乾,豆干
【德昌】紅標五香豆乾,豆干
【德昌】紅燒牛肉,牛
【德昌】麻辣五香豆乾,豆干;麻辣
【德昌】麻辣紅標豆乾-純素,豆干;麻辣
【德昌】滷香豆乾,豆干
【德昌】滷條豆乾-牛肉,豆干;牛
【德昌】蒜絲豆乾,豆干;蒜
【德芙】香濃黑巧克力,可可
【德芙】絲滑牛奶巧克力,可可;牛奶
【德芙】輕巧脆心巧克力,可可
【德記】梅子豆腐乳,豆腐;梅子
【德記】甜酒豆腐乳,豆腐;酒
【德國 Raffaello】白可可製品,可可
【德國 Raffaello】椰子糖,糖果;椰子
【德國 Schogetten】德國Schogetten布朗尼風味可可製品,點心類;可可
【德莉絲】果醬夾心軟餅乾-草莓味,餅乾脆片;草莓
【德莉絲】果醬夾心軟餅乾-無花果味,餅乾脆片;水果
【德莊】清油麻辣火鍋底料,火鍋;麻辣;油類
【德莊】番茄火鍋底料,火鍋;番茄
【德莊】德莊青一色鮮椒火鍋底料,火鍋;辣椒
【德麗莎】特級初榨橄欖油,橄欖油
【慶尚北道】韓式泡菜,泡菜
【慶尚北道】韓式結頭菜,蔬菜
【樂可思】智利鮑罐頭,鮑魚
【樂禾屋】樂禾屋x台南晶英酒店川麻鴨血,內臟及血製品;鴨
【樂米穀場】日本北海道產七星米,米
【樂米穀場】日本新潟產越光米,米
【樂米穀場】台東池上產沐月星空,米
【樂米穀場】台東池上產越光米,米
【樂米穀場】台東池上產新月豔姬,米
【樂米穀場】台東縣關山鎮農會關山香米,米
【樂米穀場】台東關山好米,米
【樂米穀場】台東關山香米,米
【樂米穀場】台東關山產金賞御用米,米
【樂米穀場】台東關山產極台灣越光米,米
【樂米穀場】台東關山銀飯製米,米
【樂米穀場】台東關山鎮農會稻香鮮米,米
【樂米穀場】有機台灣越光米,米
【樂米穀場】池上產有機沐月星空白米,米
【樂米穀場】池上產有機沐月星空糙米,糙米玄米
【樂米穀場】池上壹等香米 一等米,米
【樂米穀場】初雪美姬牛奶糙米,糙米玄米
【樂米穀場】花蓮富里契作生態米,米
【樂米穀場】花蓮富里營養軟Q糙米,糙米玄米
【樂米穀場】特別栽培越光米,米
【樂米穀場】臺東池上一等特賞米,米
【樂米穀場】關山產瓏月之光,米
【樂事】大波浪京都極上海苔口味洋芋片,海苔;洋芋片
【樂事】波樂辣泡菜豬五花口味洋芋片,豬;泡菜;洋芋片
【樂事】樂連連蜜汁香烤肋排口味洋芋片,豬;蜂蜜;洋芋片
【樂活生技】香檳茸能量蛋,蛋類
【樂雅樂】樂雅樂x十味觀味噌咖哩牛奶鍋火鍋湯底,火鍋;咖哩;牛奶;湯品
【樂雅樂】樂雅樂x十味觀鹽麴香醇雞白湯鍋火鍋湯底,火鍋;雞;湯品;鹽
【歐利華】義大利85%黑巧克力,可可
【歐典生機】雪蓮燉銀耳,木耳
【歐典生機】養生黑木耳,木耳
【歐洲假期】索卡多綜合巧克力,可可
【歐洲假期】萊卡全櫻桃洋酒特黑巧克力,酒;可可;水果
【歐洲假期】綜合巧克力蛋,可可
【歐納丘】天然整顆櫻桃乾,水果
【歐納丘】天然藍莓乾,藍莓
【歐納丘】可可腰果,可可
【歐納丘】肉桂胡桃,堅果種子類
【歐納丘】美國天然綜合莓果乾,莓果
【歐納丘】美國加州火焰天然葡萄乾,葡萄
【歐納丘】純天然去籽黑棗乾,水果
【歐嘉】職人款橄欖油,橄欖油
【歐邁福】法式麵包餅乾-青陽辣椒美乃滋,麵包;辣椒;餅乾脆片
【歐邁福】法式麵包餅乾-香蒜奶油口味,麵包;蒜;奶油;餅乾脆片
【歐邁福】歐邁福22綜合捲心穀物棒,全穀類
【歐邁福】歐邁福22綜合捲心穀物棒-黑芝麻口味,全穀類;芝麻
【歐邁福】歐邁福韓國烘烤魚酥-芥末口味,魚類
【歐邁福】歐邁福韓國烘烤魚酥-海苔芝麻口味,魚類;海苔;芝麻
【歐邁福】歐邁福韓國烘烤魚酥-經典原味,魚類
【澎沛古溜】手工自然農法養生芒果乾,芒果
【澎沛古溜】手工自然農法養生珍珠芭樂乾,芭樂
【澎沛古溜】手工自然農法養生紅心芭樂乾,芭樂
【澎沛古溜】手工自然農法養生無花果乾,水果
【澎湖明興】花枝漿,花枝
【澎湖明興】花枝蝦漿,蝦;花枝
【熱浪島】原味/咖哩乳酪絲奶素,起司;咖哩
【衛龍】風吃海帶-香辣味,蔬菜;辣椒
【鄧師傅功夫菜】熱炒吧-宮保雞丁,雞
【鄧師傅功夫菜】熱炒吧-梅汁糖醋肉,肉類;梅子;醋;糖
【鄧師傅功夫菜】熱炒吧-麻辣牛雙寶,牛;麻辣
【鄧師傅功夫菜】熱炒吧-黑椒牛肉,牛
【鄧師傅功夫菜】熱炒吧-鳳梨糖醋魚,魚類;鳳梨;醋;糖
【鄧師傅功夫菜】鄧師傅花雕雞火鍋,火鍋;雞;酒
【鄧師傅功夫菜】鄧師傅蔭鳳梨花蛤雞湯,湯品;雞;貝類;鳳梨
【養樂多】100%蘋果汁,蔬果汁;蘋果
【養樂多】鮮豆漿,豆漿豆奶
【黎花院】韓式泡菜/玻璃瓶,泡菜
【黎花院】蘇打餅-泡菜風味,泡菜;餅乾脆片
【黎花院】蘇打餅-燒番麥風味,玉米;餅乾脆片
【噶瑪蘭】黑麥汁,汽水;麥
【戰豆】日式唐辛子風味脆青豆,豆類;辣椒
【戰豆】鹹蛋黃風味蠶豆片,豆類;蛋類
【樹頂】100%石榴莓綜合果汁,蔬果汁;莓果;水果
【樹頂】100%純柳橙汁,蔬果汁;柳橙
【樹頂】100%純蘋果汁,蔬果汁;蘋果
