"text","labels"
"大溪老街現做手工拿破崙派","Root;食材;其它類;點心類"
"大溪豆干-沙茶","Root;食材;其它類;豆類;調味料;豆干;沙茶"
"大腸肉羹麵線","Root;食材;全穀類;其它類;肉類;內臟及血製品;複合食品;麵;羹;麵線"
"子龍點鴨鴨肉酸菜魚","Root;食材;海鮮;肉類;蔬菜;酸菜;魚類;鴨"
"小小樹食繽紛時蔬青醬筆管麵","Root;食材;全穀類;蔬菜;麵"
"小麥胚芽土司","Root;食材;全穀類;麥;麵包;吐司"
"小腸豬血湯","Root;食材;其它類;肉類;內臟及血製品;複合食品;豬;湯品"
"小滷青蔬","Root;食材;蔬菜"
"小滿漢佛跳牆","Root;食材;其它類;複合食品;佛跳牆"
"小龍蝦沙拉三明治","Root;食材;全穀類;其它類;海鮮;沙拉;甲殼類;麵包;三明治;蝦"
"山內雞肉甘蔗燻雞","Root;食材;水果;肉類;雞"
"山內雞肉油雞腿排","Root;食材;肉類;雞"
"山內雞肉雞汁香筍","Root;食材;肉類;蔬菜;筍子;雞"
"山內雞肉雞油蔥拌飯","Root;食材;全穀類;油類;肉類;蔬菜;米;蔥;雞;飯類"
"山丘藍 台灣藍莓PLUS+霜淇淋","Root;食材;其它類;水果;冰品;莓果;藍莓;霜淇淋"
"山丘藍 台灣藍莓霜淇淋","Root;食材;其它類;水果;冰品;莓果;藍莓;霜淇淋"
"山羊城紅燒羊肋團聚組","Root;食材;肉類;羊"
"山形西洋梨霜淇淋","Root;食材;其它類;水果;冰品;霜淇淋"
"山嵐紫蘇金萱","Root;食材;其它類;蔬菜;飲品類;茶類"
"川味紅油辣子麵風點心麵","Root;食材;其它類;蔬菜;辣椒;點心類"
"川味麻婆燒豆腐燴飯","Root;食材;全穀類;豆類;米;豆腐;飯類"
"川味椒麻煎餃","Root;食材;全穀類;蔬菜;辣椒;餃子"
"不可思議冠軍美式","Root;食材;其它類;飲品類;咖啡;黑咖啡"
"不可思議冠軍拿鐵","Root;食材;其它類;飲品類;咖啡;拿鐵"
"不可思議茶拿鐵","Root;食材;其它類;飲品類;咖啡;拿鐵"
"不含貘芝麻牛奶","Root;食材;乳品類;堅果種子類;牛奶;芝麻"
"不知火橘霜淇淋","Root;食材;其它類;水果;冰品;柑橘;霜淇淋"
"中一排骨 經典香蒜排骨","Root;食材;肉類;蔬菜;排骨;蒜"
"中華豆花(水果風味)","Root;食材;水果;豆類"
"中華油豆腐","Root;食材;豆類;豆腐"
"丹麥紅豆土司","Root;食材;全穀類;紅豆;麵包;丹麥可頌;吐司"
"丹麥起司火腿","Root;食材;乳品類;全穀類;肉類;加工肉品;起司;麵包;丹麥可頌;火腿熱狗"
"五星水果拼盤","Root;食材;水果"
"井村屋板栗麻糬冰淇淋","Root;食材;全穀類;其它類;堅果種子類;冰品;米;冰淇淋;麻糬"
"元本山脆烤海苔8 切香辣風味","Root;食材;蔬菜;海苔;辣椒"
"元氣水煮蛋厚片","Root;食材;全穀類;蛋類;麵包;吐司"
"元氣蛋沙拉厚片","Root;食材;全穀類;其它類;蛋類;沙拉;麵包;吐司"
"元氣滿滿野蔬沙拉","Root;食材;其它類;蔬菜;沙拉"
"及第植物肉水餃","Root;食材;全穀類;餃子"
"及第豬肉熟水餃","Root;食材;全穀類;肉類;豬;餃子"
"反烤焦糖布丁蛋糕","Root;食材;其它類;調味料;點心類;布丁;糖;蛋糕;焦糖"
"天下三絕藤椒牛肉水餃","Root;食材;全穀類;肉類;蔬菜;牛;辣椒;餃子"
"天祥榨菜朝天辣醬","Root;食材;蔬菜;辣椒"
"太妃焦糖風味瑪奇朵","Root;食材;其它類;調味料;飲品類;咖啡;糖;焦糖"
"太陽有機山菠菜","Root;食材;蔬菜"
"太陽有機空心菜","Root;食材;蔬菜"
"巴薩米克醋佐煙燻鴨義大利麵","Root;食材;全穀類;其它類;肉類;調味料;鴨;麵;義大利麵;醋"
"心潮飯店-醬燒豬肉飯","Root;食材;全穀類;肉類;米;豬;飯類"
"心鑽物語巧克力鐵盒","Root;食材;堅果種子類;可可"
"文元街紅油抄手麵","Root;食材;全穀類;油類;餃子;麵"
"方蘭川布丁","Root;食材;其它類;點心類;布丁"
"日日蜜柑霜淇淋","Root;食材;其它類;水果;冰品;柑橘;霜淇淋"
"日世霜淇淋-香菜風味(奶素)","Root;食材;其它類;蔬菜;冰品;霜淇淋"
"日世霜淇淋-起司蛋糕風味(蛋奶素)","Root;食材;乳品類;其它類;冰品;起司;點心類;蛋糕;霜淇淋"
"日世霜淇淋-莊園牛奶(奶素)","Root;食材;乳品類;其它類;冰品;牛奶;霜淇淋"
"日本山梨麝香葡萄杯","Root;食材;水果;葡萄"
"日本全家泡芙起司球","Root;食材;乳品類;其它類;起司;點心類;泡芙"
"日本全家起司風味玉米點心","Root;食材;乳品類;全穀類;玉米;起司"
"日本全家迷你可頌餅乾","Root;食材;全穀類;其它類;麵包;點心類;丹麥可頌;餅乾脆片"
"日本全家葡萄乾夾心餅乾","Root;食材;其它類;水果;葡萄;點心類;餅乾脆片"
"日本全家濃厚咖哩風味仙貝","Root;食材;其它類;調味料;點心類;咖哩"
"日本全家雞汁風味厚切洋芋片","Root;食材;其它類;肉類;雞;點心類;餅乾脆片;洋芋片"
"日本全家鹽味爆米花","Root;食材;全穀類;其它類;玉米;調味料;點心類;鹽"
"日本豆皮壽司","Root;食材;全穀類;豆類;米;豆腐;飯類"
"日本黃金腿排","Root;食材;肉類"
"日安紅濃茶歐蕾霜淇淋","Root;食材;乳品類;其它類;冰品;牛奶;飲品類;茶類;霜淇淋"
"日式半熟蛋","Root;食材;蛋類"
"日式佛蒙特咖哩雞肉飯","Root;食材;全穀類;其它類;肉類;米;調味料;雞;咖哩;飯類"
"日式豆皮蕎麥風味冷麵","Root;食材;全穀類;豆類;豆腐;麥;麵"
"日式咖哩雞燴飯","Root;食材;全穀類;其它類;肉類;米;調味料;雞;咖哩;飯類"
"日式唐揚雞","Root;食材;肉類;雞"
"日式海鮮炒烏龍麵","Root;食材;全穀類;海鮮;麵"
"日式雪花牛丼","Root;食材;全穀類;肉類;牛;米;飯類"
"日式溫泉蛋","Root;食材;蛋類"
"日式煎茶霜淇淋","Root;食材;其它類;冰品;飲品類;茶類;霜淇淋"
"日式蕎麥沾麵","Root;食材;全穀類;麥;麵"
"日式薑燒豬肉","Root;食材;肉類;蔬菜;薑;豬"
"日式雞肉串","Root;食材;肉類;雞"
"日式雞蛋沙拉三明治","Root;食材;全穀類;其它類;蛋類;沙拉;麵包;三明治"
"日東紅茶皇家奶茶霜淇淋","Root;食材;其它類;冰品;飲品類;茶類;霜淇淋;奶茶;紅茶"
"日芳珍饌鮮蝦海鮮卷","Root;食材;海鮮;甲殼類;蝦"
"日芳珍饌醬煮鮑魚","Root;食材;海鮮;貝類;鮑魚"
"月見醬油冷烏龍麵","Root;食材;全穀類;麵"
"木瓜牛奶酷繽沙","Root;食材;乳品類;其它類;水果;冰品;牛奶;冰沙"
"木瓜牛奶霜淇淋","Root;食材;乳品類;其它類;水果;冰品;牛奶;霜淇淋"
"木曜-香辣炸雞腿","Root;食材;肉類;蔬菜;辣椒;雞"
"比利時巧克力霜淇淋","Root;食材;其它類;堅果種子類;冰品;可可;霜淇淋"
"水水灶咖 泰式蛤蜊酸辣寬粉","Root;食材;全穀類;海鮮;蔬菜;冬粉絲;貝類;辣椒"
"水水灶咖 泰式辣炒豬肉飯","Root;食材;全穀類;肉類;蔬菜;米;豬;辣椒;飯類"
"水水很芒酷繽沙","Root;食材;其它類;水果;冰品;芒果;冰沙"
"水果玉米棒","Root;食材;全穀類;玉米"
"水梨袋","Root;食材;水果"
"水蜜桃牛奶霜淇淋","Root;食材;乳品類;其它類;水果;冰品;水蜜桃;牛奶;霜淇淋"
"水蜜桃霜淇淋","Root;食材;其它類;水果;冰品;水蜜桃;霜淇淋"
"火腿蛋沙拉夾心土司","Root;食材;全穀類;其它類;肉類;蛋類;加工肉品;沙拉;麵包;吐司;火腿熱狗"
"火腿蛋炒飯","Root;食材;全穀類;肉類;蛋類;加工肉品;米;火腿熱狗;飯類;炒飯"
"火腿醬香炒飯","Root;食材;全穀類;肉類;加工肉品;米;火腿熱狗;飯類;炒飯"
"牛奶糖酷繽沙","Root;食材;其它類;冰品;點心類;冰沙;糖果"
"牛肉起司可頌","Root;食材;乳品類;全穀類;肉類;牛;起司;麵包;丹麥可頌"
"牛肝菌菇濃湯","Root;食材;其它類;蔬菜;菌菇;複合食品;湯品;濃湯"
"牛角-牛豚大盛燒肉丼飯","Root;食材;全穀類;肉類;牛;米;豬;飯類"
"牛角-炭烤牛燒肉便當","Root;食材;全穀類;肉類;牛;米;飯類"
"牛角燒肉米漢堡","Root;食材;全穀類;肉類;米;麵包;堡"
"牛店紅燒牛肉麵","Root;食材;全穀類;肉類;牛;麵"
"王品嚴選元氣人參燉雞湯","Root;食材;其它類;肉類;中藥材;複合食品;雞;人蔘;湯品"
"王品嚴選特製醬煨牛小排佐松露醬","Root;食材;肉類;蔬菜;牛;菌菇;松露"
"王品嚴選鮑魚海味佛跳牆","Root;食材;其它類;海鮮;複合食品;貝類;佛跳牆;鮑魚"
"王品嚴選霸氣外肉紅白鍋王套組","Root;食材;其它類;肉類;複合食品;火鍋"
"主廚麻油雞飯","Root;食材;全穀類;堅果種子類;油類;肉類;米;芝麻;雞;飯類"
"仙女紅茶","Root;食材;其它類;飲品類;茶類;紅茶"
"仙女紅茶霜淇淋","Root;食材;其它類;冰品;飲品類;茶類;霜淇淋;紅茶"
"仙女醇奶茶","Root;食材;其它類;飲品類;茶類;奶茶"
"仙仙仙草霜淇淋","Root;食材;其它類;中藥材;冰品;仙草;霜淇淋"
"仙草牛奶綜合霜淇淋","Root;食材;乳品類;其它類;中藥材;冰品;牛奶;仙草;霜淇淋"
"冬瓜QQ撞奶","Root;食材;乳品類;蔬菜;冬瓜;牛奶"
"北投老爺酒店糖醋排骨","Root;食材;其它類;肉類;排骨;調味料;糖;醋"
"北海道玉米濃湯風味洋芋片","Root;食材;全穀類;其它類;玉米;複合食品;點心類;湯品;餅乾脆片;洋芋片;濃湯"
"北海道哈密瓜霜淇淋","Root;食材;其它類;水果;冰品;霜淇淋"
"北海道秋鮭親子飯糰","Root;食材;全穀類;海鮮;米;魚類;飯類;鮭魚;飯糰"
"北海道秋鮭鮪魚雙手卷","Root;食材;全穀類;海鮮;米;魚類;飯類;鮪魚;鮭魚"
"北海道風燉馬鈴薯","Root;食材;全穀類;馬鈴薯"
"北海道起司風味洋芋片","Root;食材;乳品類;其它類;起司;點心類;餅乾脆片;洋芋片"
"北海道蕎麥風味沾麵","Root;食材;全穀類;麥;麵"
"北海道鮮乳拿鐵(四葉)","Root;食材;乳品類;其它類;牛奶;飲品類;咖啡;拿鐵"
"北海道鮮乳拿鐵(函館)","Root;食材;乳品類;其它類;牛奶;飲品類;咖啡;拿鐵"
"半熟玉子卡波納拉義大利麵","Root;食材;全穀類;蛋類;麵;義大利麵"
"半熟起司酷繽沙","Root;食材;乳品類;其它類;冰品;起司;冰沙"
"卡士達麻糬泡芙","Root;食材;全穀類;其它類;米;點心類;泡芙;麻糬"
"卡布奇諾","Root;食材;其它類;飲品類;咖啡"
"卡曼橘青茶","Root;食材;其它類;水果;柑橘;飲品類;茶類;烏龍青茶"
"卡曼橘美式","Root;食材;其它類;水果;柑橘;飲品類;咖啡;黑咖啡"
"卡辣姆久厚切洋芋勁辣唐辛子口味","Root;食材;其它類;蔬菜;辣椒;點心類;餅乾脆片;洋芋片"
"去骨鳳爪","Root;食材;肉類;雞"
"古早味金瓜炊粉","Root;食材;全穀類;蔬菜;米;米粉炊粉"
"古早味甜甜圈","Root;食材;其它類;點心類"
"古道梅子綠茶奶蓋雪糕","Root;食材;乳品類;其它類;水果;冰品;梅子;牛奶;飲品類;冰棒雪糕;茶類;綠茶抹茶"
"可口牛肉麵椒香牛雙寶","Root;食材;全穀類;肉類;蔬菜;牛;辣椒;麵"
"可口可樂水蜜桃口味","Root;食材;其它類;水果;水蜜桃;飲品類;汽水"
"可口紅燒牛肉麵","Root;食材;全穀類;肉類;牛;麵"
"可可脆皮泡芙","Root;食材;其它類;堅果種子類;可可;點心類;泡芙"
"可爾必思水蜜桃霜淇淋","Root;食材;其它類;水果;冰品;水蜜桃;霜淇淋"
"可爾必思牛奶霜淇淋","Root;食材;乳品類;其它類;冰品;牛奶;霜淇淋"
"可樂餅","Root;食材;全穀類;馬鈴薯"
"台式馬卡龍","Root;食材;其它類;點心類"
"台式綜合甜不辣","Root;食材;海鮮;魚類"
"台南邱家小卷米粉","Root;食材;全穀類;海鮮;米;米粉炊粉"
"台南香格里拉鮑魚佛跳牆","Root;食材;其它類;海鮮;複合食品;貝類;佛跳牆;鮑魚"
"台南潮蝦餅柚香檸檬","Root;食材;水果;海鮮;柑橘;甲殼類;柚子;檸檬;蝦"
"台畜煙燻豬肝","Root;食材;肉類;內臟及血製品;豬"
"台塑有機小松菜","Root;食材;蔬菜"
"台塑有機小黃瓜","Root;食材;蔬菜"
"台塑有機山菠菜","Root;食材;蔬菜"
"台塑有機牛蕃茄","Root;食材;水果;番茄"
"台塑有機玉米筍","Root;食材;全穀類;玉米"
"台塑有機白菜","Root;食材;蔬菜;白菜"
"台塑有機地瓜葉","Root;食材;蔬菜"
"台塑有機羽衣甘藍","Root;食材;蔬菜"
"台塑有機空心菜","Root;食材;蔬菜"
"台塑有機芝麻葉","Root;食材;堅果種子類;蔬菜;芝麻"
"台塑有機金針菇","Root;食材;蔬菜;菌菇"
"台塑有機青江菜","Root;食材;蔬菜"
"台塑有機青椒","Root;食材;蔬菜;辣椒"
"台塑有機苦瓜","Root;食材;蔬菜"
"台塑有機香菜","Root;食材;蔬菜"
"台塑有機粉蔥","Root;食材;蔬菜;蔥"
"台塑有機高冷高麗菜","Root;食材;蔬菜;高麗菜"
"台塑有機黑葉白菜","Root;食材;蔬菜;白菜"
"台塑有機蒜頭","Root;食材;蔬菜;蒜"
"台塑有機櫛瓜","Root;食材;蔬菜"
"台塑有機薑","Root;食材;蔬菜;薑"
"台塑有機鮮切南瓜","Root;食材;蔬菜"
"台塑鮮蒜仁","Root;食材;蔬菜;蒜"
"台塑嚴選台灣乾香菇","Root;食材;蔬菜;菌菇;香菇"
"台農全脂保久乳( 溫罐)","Root;食材;乳品類;保久乳"
"台灣上等蕉(裸賣)","Root;食材;水果;香蕉"
"台灣香蕉重量分享包","Root;食材;水果;香蕉"
"台灣黑輪","Root;食材;海鮮;魚類"
"四川吳抄手酸辣雙耳","Root;食材;全穀類;蔬菜;菌菇;辣椒;餃子;木耳"
"四季金萱霜淇淋","Root;食材;其它類;冰品;飲品類;茶類;霜淇淋"
"四季春青茶","Root;食材;其它類;飲品類;茶類;烏龍青茶"
"夯吉薯薯酷繽沙","Root;食材;全穀類;其它類;冰品;地瓜;冰沙"
"夯番薯霜淇淋","Root;食材;全穀類;其它類;冰品;地瓜;霜淇淋"
"奶油手撕餐包","Root;食材;乳品類;全穀類;奶油;麵包"
"奶油起司蝦仁通心粉","Root;食材;乳品類;全穀類;海鮮;奶油;甲殼類;起司;麵;蝦"
"奶油培根義大利麵","Root;食材;乳品類;全穀類;肉類;加工肉品;奶油;麵;義大利麵"
"奶油蛋黃醬培根義大利麵","Root;食材;乳品類;全穀類;肉類;加工肉品;奶油;麵;義大利麵"
"奶油蒜香雞義大利麵","Root;食材;乳品類;全穀類;肉類;蔬菜;奶油;蒜;雞;麵;義大利麵"
"奶蓋茶王焙火烏龍","Root;食材;乳品類;其它類;牛奶;飲品類;茶類;烏龍青茶"
"奶蓋梔子花青茶","Root;食材;乳品類;其它類;牛奶;飲品類;茶類;烏龍青茶"
"奶蓋琥珀小葉紅茶","Root;食材;乳品類;其它類;牛奶;飲品類;茶類;紅茶"
"奶蓋輕烏龍","Root;食材;乳品類;其它類;牛奶;飲品類;茶類;烏龍青茶"
"巧米多焦糖爆米花","Root;食材;全穀類;其它類;玉米;調味料;點心類;糖;焦糖"
"巧克力甜甜圈","Root;食材;其它類;堅果種子類;可可;點心類"
"巧克力餅乾冰淇淋( 香草風味)","Root;食材;其它類;堅果種子類;冰品;可可;調味料;點心類;冰淇淋;餅乾脆片;香草"
"巧克力霜淇淋","Root;食材;其它類;堅果種子類;冰品;可可;霜淇淋"
"巧酥餅乾泡芙","Root;食材;其它類;點心類;泡芙;餅乾脆片"
"巨大扁可頌-青檸口味","Root;食材;全穀類;水果;柑橘;麵包;丹麥可頌;檸檬"
"巨峰葡萄霜淇淋","Root;食材;其它類;水果;冰品;葡萄;霜淇淋"
"布丁霜淇淋","Root;食材;其它類;冰品;點心類;布丁;霜淇淋"
"弘揚植物肉青花椒熟水餃","Root;食材;全穀類;蔬菜;辣椒;餃子"
"弘陽-植物肉玉米熟水餃","Root;食材;全穀類;玉米;餃子"
"必勝客-抹茶紅豆起司塔","Root;食材;乳品類;全穀類;其它類;紅豆;起司;飲品類;點心類;茶類;綠茶抹茶"
"本日精選咖啡","Root;食材;其它類;飲品類;咖啡"
"永心鳳茶剝皮辣椒","Root;食材;蔬菜;辣椒"
"永心鳳茶剝皮辣椒燉雞盅","Root;食材;肉類;蔬菜;辣椒;雞"
"永豐餘羽衣甘藍風味果汁飲","Root;食材;其它類;蔬菜;飲品類;蔬果汁"
"玄米抹茶酷繽沙","Root;食材;全穀類;其它類;冰品;米;飲品類;冰沙;糙米玄米;茶類;綠茶抹茶"
"玉米脆片- 勁辣口味","Root;食材;全穀類;其它類;蔬菜;玉米;辣椒;點心類;餅乾脆片"
"玉米豬肉手工水餃","Root;食材;全穀類;肉類;玉米;豬;餃子"
"玉米濃湯風味棒","Root;食材;全穀類;其它類;玉米;複合食品;點心類;湯品;濃湯"
"玉米濃湯霜淇淋","Root;食材;全穀類;其它類;冰品;玉米;複合食品;湯品;霜淇淋;濃湯"
"玉米蘿蔔排骨湯","Root;食材;全穀類;其它類;肉類;蔬菜;排骨;玉米;蘿蔔;複合食品;湯品"
"瓜地馬拉精品美式咖啡","Root;食材;其它類;飲品類;咖啡;黑咖啡"
"瓜地馬拉精品拿鐵咖啡","Root;食材;其它類;飲品類;咖啡;拿鐵"
"甘草芭樂","Root;食材;水果;芭樂"
"生巧克力風味牛奶糖","Root;食材;其它類;堅果種子類;可可;點心類;糖果"
"生乳布丁","Root;食材;乳品類;其它類;奶油;點心類;布丁"
"生果粒草莓滿餡麵包","Root;食材;全穀類;水果;莓果;麵包;草莓"
"生青森蘋果滿餡麵包","Root;食材;全穀類;水果;蘋果;麵包"
"生香濃花生滿餡麵包","Root;食材;全穀類;堅果種子類;花生;麵包"
"生榛果濃可可滿餡麵包","Root;食材;全穀類;堅果種子類;可可;榛果;麵包"
"田園蔬菜沙拉","Root;食材;其它類;蔬菜;沙拉"
"白玉抹茶紅豆酷繽沙","Root;食材;全穀類;其它類;冰品;紅豆;飲品類;冰沙;茶類;綠茶抹茶"
"白肉火龍果切片","Root;食材;水果"
"白酒蛤蜊義大利麵","Root;食材;全穀類;其它類;海鮮;貝類;飲品類;麵;義大利麵;酒"
"白葡萄霜淇淋","Root;食材;其它類;水果;冰品;葡萄;霜淇淋"
"白蘭地葡萄餅乾夾心","Root;食材;其它類;水果;葡萄;飲品類;點心類;酒;餅乾脆片"
"白蘿蔔","Root;食材;蔬菜;蘿蔔"
"皮蛋辣拌麵","Root;食材;全穀類;蔬菜;蛋類;辣椒;麵;乾拌麵"
"石安牧場香滷蛋白丁","Root;食材;蛋類"
"石安牧場剝皮辣椒茶碗蒸","Root;食材;蔬菜;蛋類;辣椒"
"石安牧場溏心蛋飯糰","Root;食材;全穀類;蛋類;米;飯類;飯糰"
"石安牧場溫泉蛋","Root;食材;蛋類"
"石安牧場蔬食茶碗蒸","Root;食材;蔬菜;蛋類"
"立頓水果茶氣泡酷繽沙","Root;食材;其它類;水果;冰品;飲品類;冰沙;茶類"
"立頓琥珀紅茶","Root;食材;其它類;飲品類;茶類;紅茶"
"立頓蜂蜜紅茶","Root;食材;其它類;飲品類;點心類;茶類;蜂蜜;紅茶"
"伊索比亞精品美式咖啡","Root;食材;其它類;飲品類;咖啡;黑咖啡"
"伊索比亞精品拿鐵咖啡","Root;食材;其它類;飲品類;咖啡;拿鐵"
"伊藤園抹茶霜淇淋","Root;食材;其它類;冰品;飲品類;茶類;霜淇淋;綠茶抹茶"
"光泉正庄杏仁豆腐","Root;食材;堅果種子類;豆類;杏仁;豆腐"
"光泉麥芽牛奶酷繽沙","Root;食材;乳品類;全穀類;其它類;冰品;牛奶;麥;冰沙"
"全鴨坊X頂園燜筍","Root;食材;蔬菜;筍子"
"冰一顆檸檬金烏龍茶王","Root;食材;其它類;水果;柑橘;飲品類;檸檬;茶類;烏龍青茶"
"冰一顆檸檬英曙格雷紅茶","Root;食材;其它類;水果;柑橘;飲品類;檸檬;茶類;紅茶"
"冰心地瓜","Root;食材;全穀類;地瓜"
"冰心乳酪條","Root;食材;乳品類;起司"
"冰米麻糬金烏龍茶拿鐵","Root;食材;全穀類;其它類;米;飲品類;咖啡;茶類;麻糬;拿鐵;烏龍青茶"
"冰米麻糬英曙格雷茶拿鐵","Root;食材;全穀類;其它類;米;飲品類;咖啡;麻糬;拿鐵"
"冰荔枝寒天青茶","Root;食材;其它類;水果;荔枝;飲品類;茶類;烏龍青茶"
"冰荔枝寒天輕烏龍","Root;食材;其它類;水果;荔枝;飲品類;茶類;烏龍青茶"
"冰淇淋","Root;食材;其它類;冰品;冰淇淋"
"冰淇淋小葉紅茶","Root;食材;其它類;冰品;飲品類;冰淇淋;茶類;紅茶"
"冰淇淋紅茶","Root;食材;其它類;冰品;飲品類;冰淇淋;茶類;紅茶"
"冰淇淋格雷紅茶","Root;食材;其它類;冰品;飲品類;冰淇淋;茶類;紅茶"
"冰甜杏凍金烏龍","Root;食材;其它類;堅果種子類;杏仁;飲品類;點心類;茶類;烏龍青茶"
"冰蜂蜜金烏龍茶王","Root;食材;其它類;飲品類;點心類;茶類;蜂蜜;烏龍青茶"
"冰滴咖啡","Root;食材;其它類;飲品類;咖啡"
"冰綿綿金烏龍茶王","Root;食材;其它類;飲品類;茶類;烏龍青茶"
"冰綿綿英曙格雷紅茶","Root;食材;其它類;飲品類;茶類;紅茶"
"冰鮮爽蜜蘋果風味紅茶","Root;食材;其它類;水果;蘋果;飲品類;茶類;紅茶"
"冰鎮水果泡泡果茶","Root;食材;其它類;水果;飲品類;茶類"
"冰鑲花茶凍金烏龍","Root;食材;其它類;飲品類;點心類;茶類;烏龍青茶"
"匈牙利風味香草烤雞腿","Root;食材;其它類;肉類;調味料;雞;香草"
"匈牙利香草烤雞翅","Root;食材;其它類;肉類;調味料;雞;香草"
"吉士火腿蛋堡","Root;食材;乳品類;全穀類;肉類;蛋類;加工肉品;起司;麵包;堡;火腿熱狗"
"吉士香雞蛋堡","Root;食材;乳品類;全穀類;肉類;蛋類;起司;雞;麵包;堡"
"吉士豬肉堡加蛋","Root;食材;乳品類;全穀類;肉類;蛋類;豬;起司;麵包;堡"
"吉比花生酷繽沙","Root;食材;其它類;堅果種子類;冰品;花生;冰沙"
"吉可頌-蔥可頌","Root;食材;全穀類;蔬菜;蔥;麵包;丹麥可頌"
"吉伊卡哇卡士達銅鑼燒(楓糖口味)","Root;食材;其它類;調味料;點心類;糖"
"吉伊-雙餡奶霜麵包","Root;食材;乳品類;全穀類;牛奶;麵包"
"吉依卡哇卡士達麻糬泡芙","Root;食材;全穀類;其它類;米;點心類;泡芙;麻糬"
"地瓜瓜握沙拉","Root;食材;全穀類;其它類;地瓜;沙拉"
"地瓜雞胸肉沙拉","Root;食材;全穀類;其它類;肉類;地瓜;沙拉;雞"
"多穀紫米飯","Root;食材;全穀類;米;飯類"
"好多菜三明治","Root;食材;全穀類;蔬菜;麵包;三明治"
"好時-可可雙餡鬆餅","Root;食材;全穀類;堅果種子類;可可;麵餅"
"好時-巧克力牛奶棒","Root;食材;乳品類;堅果種子類;可可;牛奶"
"好時巧克力派","Root;食材;其它類;堅果種子類;可可;點心類"
"好時-莓果風味巧克力軟餅乾","Root;食材;其它類;堅果種子類;水果;可可;莓果;點心類;餅乾脆片"
"好喝奶茶","Root;食材;其它類;飲品類;茶類;奶茶"
"好喝蕎麥奶茶","Root;食材;全穀類;其它類;飲品類;麥;茶類;奶茶"
"好菇道雪白菇(免洗)","Root;食材;蔬菜;菌菇"
"好菇道舞菇(免洗)","Root;食材;蔬菜;菌菇"
"好菇道鴻喜菇(免洗)","Root;食材;蔬菜;菌菇"
"好麗友好多龍餅乾( 燒烤味)","Root;食材;其它類;點心類;餅乾脆片"
"好釋成霜霜淇淋","Root;食材;其它類;水果;冰品;霜淇淋"
"如記真空玉米筍","Root;食材;全穀類;玉米"
"如記真空綠竹筍","Root;食材;蔬菜;筍子"
"安昕有機小白菜","Root;食材;蔬菜;白菜"
"安昕有機小松菜","Root;食材;蔬菜"
"安昕有機青江菜","Root;食材;蔬菜"
"安昕有機黑葉白菜","Root;食材;蔬菜;白菜"
"托斯卡尼雙餡土司","Root;食材;全穀類;麵包;吐司"
"有機小白菜","Root;食材;蔬菜;白菜"
"有機青江菜","Root;食材;蔬菜"
"有機高麗菜","Root;食材;蔬菜;高麗菜"
"朴大哥-韓式辣白菜","Root;食材;蔬菜;白菜"
"灰潮香草霜淇淋","Root;食材;其它類;冰品;調味料;霜淇淋;香草"
"百事可樂無糖( 黑神話聯名)","Root;食材;其它類;飲品類;汽水"
"百奇玫瑰風味棒","Root;食材;其它類;點心類"
"百香QQ綠","Root;食材;其它類;水果;百香果;飲品類;茶類;綠茶抹茶"
"百香軟Q酷繽沙","Root;食材;其它類;水果;冰品;百香果;冰沙"
"竹南懷舊肉粽桂圓小米甜糕","Root;食材;全穀類;其它類;水果;肉類;米;點心類;龍眼"
"竹輪","Root;食材;海鮮;魚類"
"米米花- 牛奶巧克力口味","Root;食材;乳品類;堅果種子類;可可;牛奶"
"米血糕","Root;食材;全穀類;肉類;內臟及血製品;米"
"米香-蟹黃蝦仁豆腐煲燴飯","Root;食材;全穀類;海鮮;豆類;甲殼類;米;豆腐;蝦;蟹;飯類"
"米香-鹹酥蝦飯糰","Root;食材;全穀類;海鮮;甲殼類;米;蝦;飯類;飯糰"
"老奶奶檸檬蛋糕","Root;食材;其它類;水果;柑橘;點心類;檸檬;蛋糕"
"老協珍佛跳牆精靈球甕","Root;食材;其它類;複合食品;佛跳牆"
"老協珍佛跳牆寶可夢甕","Root;食材;其它類;複合食品;佛跳牆"
"老協珍無加糖人蔘精","Root;食材;其它類;中藥材;人蔘"
"老協珍酷洛米烏參佛跳牆","Root;食材;其它類;複合食品;佛跳牆"
"老協珍熬雞精","Root;食材;其它類;肉類;雞;飲品類"
"老協珍鮑魚干貝佛跳牆","Root;食材;其它類;海鮮;複合食品;貝類;佛跳牆;干貝;鮑魚"
"老板娘甜不辣脆片-鹹酥雞口味","Root;食材;其它類;海鮮;肉類;雞;魚類;點心類;餅乾脆片"
"老虎堂五行紅棗桂圓小湯圓","Root;食材;全穀類;其它類;水果;中藥材;龍眼;紅棗"
"老虎堂黑糖薑母紅茶","Root;食材;其它類;蔬菜;薑;調味料;飲品類;糖;茶類;紅茶;黑糖"
"老曾羊肉羊小排湯","Root;食材;其它類;肉類;羊;複合食品;湯品"
"老薑麻油片豬燴飯","Root;食材;全穀類;堅果種子類;油類;肉類;蔬菜;米;芝麻;薑;豬;飯類"
"老薑煸麻油杏鮑菇","Root;食材;堅果種子類;油類;蔬菜;芝麻;菌菇;薑"
"肉之間石頭火鍋","Root;食材;其它類;複合食品;火鍋"
"肉香燴豆腐","Root;食材;肉類;豆類;豆腐"
"肉絲炒飯","Root;食材;全穀類;肉類;米;飯類;炒飯"
